1,246,226,94,114
2,2.457963e+02,2.331290e+02,94,114
3,2.476295e+02,2.361843e+02,94,114
4,2.482405e+02,2.388322e+02,94,114
5,2.484442e+02,2.402580e+02,94,114
6,2.514995e+02,2.412764e+02,94,114
7,2.545548e+02,2.443317e+02,94,114
8,2.547585e+02,2.441280e+02,94,114
9,2.549622e+02,2.439243e+02,94,114
10,2.551659e+02,2.441280e+02,94,114
11,2.553695e+02,2.439243e+02,94,114
12,2.584248e+02,2.437207e+02,94,114
13,2.614801e+02,2.427022e+02,94,114
14,2.645354e+02,2.408691e+02,94,114
15,2.684054e+02,2.398506e+02,94,114
16,2.714607e+02,2.388322e+02,94,114
17,2.712570e+02,2.382211e+02,94,114
18,2.714607e+02,2.335364e+02,94,114
19,2.781824e+02,2.300737e+02,94,114
20,2.844966e+02,2.302774e+02,94,114
21,2.781824e+02,2.304811e+02,94,114
22,2.714607e+02,2.241668e+02,94,114
23,2.749234e+02,2.145936e+02,94,114
24,2.824598e+02,2.082793e+02,94,114
25,2.956993e+02,2.019651e+02,94,114
26,3.158642e+02,2.013540e+02,94,114
27,3.270669e+02,2.044093e+02,94,114
28,3.223566e+02,2.063588e+02,9.649545e+01,1.170264e+02
29,3.125292e+02,2.099134e+02,9.649545e+01,1.170264e+02
30,2.997745e+02,2.159771e+02,9.649545e+01,1.170264e+02
31,2.803288e+02,2.191134e+02,9.649545e+01,1.170264e+02
32,2.604650e+02,2.159771e+02,9.649545e+01,1.170264e+02
33,2.598377e+02,2.094952e+02,9.649545e+01,1.170264e+02
34,2.730106e+02,2.034315e+02,9.649545e+01,1.170264e+02
35,2.924562e+02,2.007133e+02,9.649545e+01,1.170264e+02
36,3.156656e+02,2.005042e+02,9.649545e+01,1.170264e+02
37,3.351112e+02,2.036406e+02,9.649545e+01,1.170264e+02
38,3.399204e+02,2.113770e+02,9.649545e+01,1.170264e+02
39,3.288384e+02,2.245499e+02,9.649545e+01,1.170264e+02
40,3.018654e+02,2.343772e+02,9.649545e+01,1.170264e+02
41,2.711288e+02,2.408591e+02,9.649545e+01,1.170264e+02
42,2.470830e+02,2.297772e+02,9.649545e+01,1.170264e+02
43,2.401830e+02,2.145134e+02,9.649545e+01,1.170264e+02
44,2.592104e+02,2.042678e+02,9.649545e+01,1.170264e+02
45,2.815834e+02,1.986223e+02,9.649545e+01,1.170264e+02
